id,provider,provider_id,lon,lat
1000371,1,16344100,-157.925025,21.55378333
1000372,1,16534000,-156.2044083,20.82014167
1000373,1,192400155212101,-155.3530472,19.39684722
1000374,1,03334900,-86.77278499,40.4203136
1000375,1,0547101350,-93.6052178,41.9469313
1000376,1,05487825,-93.304376,41.05999899
1000377,1,443142069473400,-69.7922712,44.52839897
1000378,1,443200069454900,-69.76310367,44.53339907
1000379,1,443235069454500,-69.7619927,44.5431211
1000380,1,443333069462300,-69.7725489,44.55923186
1000381,1,443342069461900,-69.7714378,44.5617318
1000382,1,421738071221901,-71.37144838,42.293985
1000383,1,05355230,-92.7096422,44.6010783
1000384,1,0242993330,-88.3533798,34.6612051
1000385,1,07287510,-90.4903705,32.87929854
1000386,1,06893960,-94.3618943,39.09250519
1000387,1,363058104571210,-104.9538908,36.51614684
1000388,1,01526970,-77.4419306,42.550346
1000389,1,0421330740,-79.7358798,42.27478017
1000390,1,0421336305,-79.440046,42.42116868
1000391,1,0212429915,-80.6961799,35.22792135
1000392,1,0346378765,-82.2715113,35.76622769
1000393,1,401008080522900,-80.8745341,40.1689589
1000394,1,14323020,-123.7678763,43.59150595
1000395,1,014806384,-75.6850333,39.9465083
1000396,1,016141338,-77.7445833,40.01502778
1000397,1,03041038,-78.88558078,40.44840487
1000398,1,03070403,-79.5944444,39.80444444
1000399,1,03081552,-79.5858333,39.80944444
1000400,1,034323316,-86.8049998,35.8795087
1000401,1,07032249,-90.0453691,35.09897976
1000402,1,352403088561301,-88.9370556,35.40094444
1000403,1,011398299,-72.3045408,44.0639538
1000404,1,0165516905,-77.1838333,38.7025
1000405,1,02113715,-80.69229239,36.6645752
1000406,1,12055400,-123.0743223,47.48953707
1000407,1,12070800,-122.7101468,47.615094
1000408,1,12072622,-122.5379101,47.5206526
1000409,1,12078626,-122.9884773,47.0462074
1000410,1,465820121463800,-121.7784336,46.9720507
1000411,1,373601080361001,-80.6028056,37.60016667
1000412,1,380859080225801,-80.3825781,38.14983957
1000413,1,04072490,-89.4588889,43.53863889
1000414,1,06379000,-105.3505385,42.94996709
1000415,1,16904000,-170.5817722,-14.26005
1000416,1,16949700,-170.7092722,-14.28671667
1000417,1,16955000,-170.6634389,-14.28227222
1000418,1,16956500,-170.6537167,-14.28171667
1000419,1,0165398530,-77.2376944,38.84590556
1000420,1,02057695,-79.8911441,37.0090292
1000421,1,02113541,-80.5414547,36.63791304
1000422,1,0205599740,-79.8722586,37.2504163
1000423,1,01662600,-78.1691665,38.69456374
1000424,1,03488490,-82.0448515,36.7534426
1000425,1,0163054075,-78.3272222,38.64638889
1000426,1,01636283,-78.0197861,39.0011222
1000427,1,354349078402801,-78.6744,35.7302
